text,positive,negative
"Je dois chanter demain, alors j'ai juste jeté des chaussures au mur dans ma chambre. Malheureusement, je ne portai que deux",0,1
Je t'aime ab !!! Je suis en route vers l'église (Glenarden) en ce moment. Je souhaite que tu me rencontres là-bas,0,1
"Bonne nuit, les tweeters ... préparez-vous, encore un autre, lundi",0,1
Devoir se réveiller tôt,0,1
J'ai vu un cochon sur le chemin du retour ... j'espère que je ne connais pas la grippe porcine,0,1
"Je déteste les devoirs, je ne veux pas aller à l'école lundi",0,1
Push play moving signifie que chaque fois que je vais à la longue île pour voir mes cousins ​​je ne peux pas être comme omg peut-être qu'ils sont au centre commercial! Tristement!,0,1
Pas de voyage en angleterre par la dernière minute. Je penserai à un autre voyage de vacances plus tard cet été.,0,1
J'ai perdu mon cœur d'enfants invisible.,0,1
M bck home;) .. mais toujours loin frm net,0,1
Je dirais souvent mes parents ... Je veux juste fuir!,0,1
"Awww ouais, vous n'allez plus longtemps, vous êtes",0,1
Toujours en cours d'affectation,0,1
"Tout le monde se débrouille maintenant, mais la charrue à neige a sauté notre route quand il a vu les véhicules.",0,1
Je veux sortir.,0,1
Ce téléchargement de sims 2 finirait après deux semaines,0,1
Pourquoi ne me semble-t-il que Ellie me veut @ sinc,0,1
pourquoi le visage triste?,0,1
"Haha nice ball skills, stevie! J'espère que le barca est plus chaud que ici, ensoleillé mais en gelé!",0,1
"Jamais entendu parler! Oh, peut-être, je vais essayer un jour ...",0,1
Je ne veux pas étudier !!!! Hehe and yay! Le 2ème pois a eu une photo!,0,1
"Beaucoup trop bu la nuit dernière, j'ai eu mon premier argument avec mon bonjo, tout va bien maintenant, merci Angel xxx",0,1
Gaspille les vacances bancaires,0,1
"La différence de temps de haine, cette épicité semble incroyable, on se voit vendredi",0,1
"Hey frat! Donc, le film de mon super-héros fav est un buste?",0,1
non!!! Pour l'affiche! Noooooooo! Qui pourrait le vouloir plus que nous!?!?,0,1
"Emprunté la basse basse de chris, en apprenant orion par metallica. Pas d'ampli",0,1
Ils aimeraient que quelqu'un ait leur photo,0,1
"Haha, j'aurais bien dit, dis-je, si j'avais entendu parler! Je suis désolé",0,1
"J'ai sérieusement besoin d'arrêter de ralentir mon développement d'iphone, à beaucoup de drole wow",0,1
"J'essaie de mener la ligue de Quidditch dans ma ville, lolol",0,1
Tu me manques jj. Tellement je t'aime.,0,1
Je suis amusé! N'a jamais voulu être célèbre. Viens me donner une main. Pensez que j'ai plus que je ne peux mâcher,0,1
Awww qui était magnifique. J'adore cette chanson. Je vais envoyer cela à ma mère.,0,1
"Je ne peux pas croire que je l'ai manqué, j'espère qu'il reviendra!",0,1
- J'aimerais qu'il soit toujours assis,0,1
L'argent écrue !! J'aime ça!! Toujours en attente ici .... oh quelle surprise ... par l'état aussi ?? Hmmm ....... sérieusement!,0,1
... mais je ne pouvais pas.,0,1
Je pense que j'utilise trop les points d'exclamation. Je manque aussi de ty,0,1
A des bleus et des coupures sur ses jambes,0,1
Juste passé 2 jours précieux complets à un cours de méthadone. Ça passe mon week-end ... je veux mon week-end!,0,1
"Je peux imaginer, pauvre chose. Moi aussi, l'ami de joe viendra visiter cette semaine, donc j'ai nettoyé comme une femme folle",0,1
Ne peut pas retourner dormir,0,1
"Lol. Dans la societé, la ville de Gotham ... ouais, a une bonne anneau. Je l'ai essayé avec métropole ... ça n'a pas marché",0,1
"Love u dane cook, u fuck drôle! Temps de fête pour ma soeur lil bien pas si peu maintenant maintenant 14! Combien ils grandissent si vite",0,1
"De retour à l'école aujourd'hui, je ne veux vraiment pas être ici",0,1
Je l'ai manqué,0,1
Tu me manques mec! reviens,0,1
Je déteste ces jours aussi,0,1
Je ne me sens pas bien,0,1
Il suffit de regarder les scores de baseball. Les Yankees gagnent. Les marins et les dodgers perdent.,0,1
"Je suis enfin à la maison, et je suis au-delà de l'épuisement! Je veux juste m'allonger et m'endormir n'importe où. Lol. Et je veux un massage des pieds!",0,1
"Eh bien, j'ai réussi à rire après avoir effacé 2 jours. Perdre mon travail - pas drôle",0,1
Je suis fatigué! Mais je ne peux pas dormir et je ne me sens pas bien! & Lt; 3verdy f. bébé,0,1
Pourquoi tu ne me suives pas,0,1
"La rencontre avec le film aurait été excellente aujourd'hui dans cette météo - hélas, mon dos a d'autres idées",0,1
À l'école travaillant sur un diaporama français,0,1
"Nous avons gagné 2-1 sanglant, il a eu besoin, alors! X",0,1
Baldo mais tu n'as pas le ciel 1,0,1
Économiser est trop dur! Surtout quand mathew willaimson's line for h & amp; m commence le jeudi! Xo,0,1
Ashleyyy! Heyz comment vas-tu? Omg school demain ça suce. temps fort.,0,1
Free girl talk et lupe occulte mon école ... sinon ils ne me laisseraient pas et mes amis parce qu'ils étaient pleins ...,0,1
"Le médecin droïte, comme peut-être, assurez-vous que non, assurez-vous que c'est une bombe sûre? Lorsque vous l'avez écrit dans l'un de mes livres l'année dernière.",0,1
"Se demandant si nous serons ensemble ensemble. Je veux dire, ici je tape cela, et là, vous le lisez. Nous sommes si éloignés. Ça me fait mal.",0,1
Je viens d'humer l'épaule dans un match de rugby et maintenant mon dos me fait vraiment mal. Et je vais bientôt faire une chirurgie. Mon corps prend beaucoup d'abus. Lol,0,1
Ne veut pas rentrer à la maison,0,1
Je ne peux pas vous trouver sur facebook lol,0,1
Est puni. Mes vacances ont pris fin et Je dois de nouveau travailler demain.,0,1
"génial. Rhiannon ne les filme pas pour moi. Alors maintenant je ne peux pas les faire. Une autre chose que je ""ne peut pas"" faire. Pouah. Je suis dans une telle humeur aujourd'hui",0,1
"Haha, je n'ai pas vu ça depuis des années, donc je ne le saurais pas",0,1
Un chien stupide a fait pipi dans mon canapé au milieu de la nuit. Arg! Mon pauvre petit canapé,0,1
Vient de sortir du travail ... prêt à faire quelque chose d'amusant ce soir mais idkk quoi encore!,0,1
"Nettoyage, gymnase, magasin d'arbres de noel, bruins ... mais pas plus de rondins jusqu'au mercredi.",0,1
Quelqu'un m'apprend que,0,1
Va lui faire cuire des cookies avec de la glace à la vanille et regarder un film tout seul,0,1
Je peux vraiment voir mes propres mises à jour avec un seul couple d'autres,0,1
Avez-vous eu une mauvaise journée?,0,1
Je me lève enfin. Devons faire le ménage aujourd'hui ... tout le monde s'efforce d'aider?,0,1
"Vêtements américains, pourquoi oh pourquoi n'acceptez-vous pas le maestro?",0,1
"Réussi à écrire quelque chose en valeur! Au lit maintenant. J'espère que les musiques resteront ou bien, je pourrais pleurer.",0,1
"Magnifique lundi ensoleillé, c'est un tel gaspillage total d'être coincé au bureau",0,1
"Je dois le faire! Je n'ai que l'exprimer, je l'aurai en juillet, je dirai beaucoup!",0,1
"Grrrr ne peut pas retourner à dormir, alors qu'est-ce que je devrais faire maintenant, est-ce que c'est chaud?",0,1
Sentir et sortir,0,1
";; J'ai eu recours à la mise à jour de mon blog. C'est comme ça que je suis ennuyé. Aucun de mes amis n'est prêt, et je n'ai rien à faire.",0,1
Qu'en est-il une application pour Blackberry?,0,1
"Est-ce au début de se réveiller à 6 ans et vous êtes malade, je le déteste, je peux souffler d'orge suxs = (",0,1
Mes mains tremblent à cause de mes médicaments contre la toux qui incluent un peu de ventolin!,0,1
La pluie me rend triste,0,1
ça pue! Si vous êtes autour ... réparez-le s'il vous plaît!,0,1
... je viens de boire environ 19oz de café ... ça veut un retour contre mes autres 5 oz.,0,1
"A un volume ridiculement important de courrier indésirable - la boîte de réception a été inondée pendant 5 jours ... aujourd'hui, ce n'est pas mieux",0,1
S'est réveillé en retard. Église ignorée à cause du mal d'estomac,0,1
Mon p365 ne téléchargera pas mes photos,0,1
sup with ya?  x,0,1
Aucun sleeeeeeeeep! Besoin d'acheter des bottes / vêtements. Se sentant trop paresseux pour le faire / déteste discuter avec boyfy / tired.,0,1
"Oui, des ambitions de vie brisées ...",0,1
Mauvais nez conduit à une mauvaise gorge,0,1
"Je déteste les mises à jour automatiques. Eh bien, en fait, un logiciel bloqué. Quand j'avais 24 grammes, c'était bien. Le téléchargement d'une mise à jour de 50 Mb est pénible",0,1
"Je voudrais pouvoir, mais argh, je suis trop gentil de lui dire que j'ai déjà des plans!",0,1
"Rien, assis ici ennuyé sur le canapé de la Chine viens me chercher",0,1
Je travaille beaucoup trop,0,1
Pourquoi oh pourquoi est-il en train de neiger?,0,1
"Ahh. J'ai bu un verre de jus de melon ... mais, le goût n'est pas bon",0,1
Awww ... vous êtes loin de chez vous le jour de la mère?,0,1
Souhaite qu'elle soit allée à la baie aux briseurs ... l'année prochaine à coup sûr!,0,1
J'ai eu environ une heure de sommeil,0,1
"Awww ... j'ai dû partir tôt, je n'ai même pas réussi à attraper le bouquet, mais je serai au cheval fou 2nite ... attendez-vous! Ray j performance",0,1
"Je viens de rentrer chez moi en achetant des maquillages et je suis surpris de savoir combien j'ai passé, j'aurais pu trouver des vêtements pour combien j'ai dépensé ...",0,1
Écoute Paramore? J'ai eu un jeu de softball @ 4:00,0,1
"Vient de faire des fraises recouvertes de chocolat, et maintenant doit écrire un essai, boo",0,1
"Arrêté de chercher un gars ... je ne trouverai pas le bon 1 de toute façon ... et la plupart des types que je connais sont soit des joueurs og, mais je vais juste attendre ...",0,1
"Goodnight ladies.kyla, désolé pour votre visage presque suck, il est juste gênant. Et ashley, je suis vraiment désolé",0,1
Qui a jamais pensé que le coucher dans le lit serait tellement ennuyeux que je veux sortir quelque part,0,1
Je ne veux vraiment pas démanteler les arguments à ce sujet ... trop ennuyeux ... boo,0,1
Oh. c'est triste. J'espérais un jeu de chiot ainsi qu'une entreprise humaine sur le toit,0,1
bâillement. géographie,0,1
"Jour de repos, reposer après la course. Les jambes sont battues. Besoin de sortir cependant",0,1
Au revoir larry,0,1
Il pleut des chiens à l'extérieur,0,1
J'ai essayé d'ajouter une image et toutes mes images sont trop grandes,0,1
"Mais c'est une journée très longue, je suis trop fatigué. Ce soir, ce sont des héros à la télévision. Donc quelque chose à attendre. La vie triste, j'ai na?",0,1
Je me mettra à concocter de longues propositions de papier,0,1
Aww thanks ... college tomorrow though lol,0,1
Prêt à obtenir la prochaine retraite de générations génériques commencée! Bon: s'est réveillé tôt. Pas bon: seulement de l'eau froide pour la douche et le rasage en mouvement ...,0,1
"- wow, il ressemble à la même chose! Désolé je ne pouvais pas le faire (leçon ici: ne pas avoir d'enfants)",0,1
"Une pensée effrayante du jour, les blackhawks sont encore en course pour la coupe de Stanley. Connait le hockey plus que la plupart d'entre nous",0,1
La soie dentaire. J'ai toujours peur de cette soirée.,0,1
"C'est ce qu'ils me disent que j'ai subi quelques contraintes majeures ces derniers temps, alors peut-être. Et non merci, je serai bien, tu étudies;)",0,1
Travaillez à 6. cheap t Tuesdaytttttttt! Je serais tellement occupé et je suis déjà fatigué,0,1
Hélicoptère sang-mer sur ma maison à 6h30! Aucune chance de mentir pour travailler plus tôt,0,1
"Est-ce une règle pour tous les experts du football d'être inutile, clueless et légèrement offensant? Je pense que c'est. Ramène leonardo",0,1
Oh quoi! J'aimerais bien aller si j'avais vingt et un,0,1
"Je me baigne à dormir ... mon bébé, je te manque",0,1
"Tristement, le magasin de rock n'est plus",0,1
Je suis lapidé par le froid et le sinus et ils ne font même rien.,0,1
Lors de ma pause déjeuner au travail. faire ses devoirs,0,1
"Je n'aime pas été le seul à se réveiller, ça me fait peur",0,1
"J'aime la verve du soleil, je dois retourner au travail x",0,1
"Lol, je n'ai pris aucun, c'était tellement cool!",0,1
C'est super froid en jersey.,0,1
1 examen vers le bas. 3 plus à faire. Oh et mon essai de 4000 mots dont je suis content de .... pas. Kmn. Plz !!! Pouah,0,1
"Les nuits assises gagnent des ventes, généralement ... pour moi de toute façon",0,1
"Trop à faire demain, trop trop trop.",0,1
"I Twitterland je suis de retour aujourd'hui après avoir des problèmes d'ordinateur pendant des jours, mais presque fixé maintenant ... est-ce que j'ai manqué quelque chose?",0,1
mon ventre fait mal!,0,1
Omg pourquoi je ne suis pas autorisé,0,1
J'ai perdu tout mon argent,0,1
"J'adore le mien Starbucks Caramel Nut Coffee mmmm Bien que je me suis réveillé au début après une nuit, nba playoffs",0,1
"Je vous cherchais, pour dire ""hola & quot;",0,1
Omg tennesse est un autre kansas! Pouah. Il reste six heures de plus! * Marz *,0,1
Je veux avoir des cheveux noirs,0,1
"N'importe quoi sous  250 n'a pas besoin d'un reçu, absolument scandaleux",0,1
Triste j'ai envie de pleurer,0,1
La location de films sur itunes nécessite l'un des plus récents iPods compatibles avec les vidéos. J'ai l'un des premiers qui n'est pas compatible,0,1
Est fatigué après avoir été avec ma fille toute la nuit avec de la maladie et de la fièvre beaucoup de café aujourd'hui ...,0,1
Super stressé. Je ne peux pas trouver mon ami passe pour rentrer à la maison demain.,0,1
L'église passe probablement l'après-midi à la belle bibliothèque op. ... il faut étudier l'aide au micro.,0,1
je connais! Je suis * tel un asshole ...,0,1
Vient de marcher sur un chicharrone ... les miettes,0,1
Quand je les ai relus ... je pleure toujours dans certains endroits. Comme lorsque Rosalie a demandé si elle pouvait aider Bella à se préparer avant le mariage.,0,1
"Off à blackpool pour courir, je vraiment cba",0,1
J'ai maintenant besoin d'un lecteur de carte mémoire,0,1
Il faut se réveiller à 4 heures,0,1
Avec mon meilleur ami jusqu'à 2 & lt; 3,0,1
Rêver de faim yumyums ..,0,1
huer! Je ne suis jamais invité,0,1
Je suis assez bummed sur pf maintenant.,0,1
Descendre au prochain arrêt. Ce fut le trajet en train de l'enfer. Je ne peux pas croire que je dois travailler maintenant ...,0,1
Je suis éveillé trois jours de plus,0,1
"A gardé un reçu important si sûr, même si elle ne peut pas le trouver elle-même ...",0,1
Je suis déjà en communication. Et je dois partir bientôt de toute façon. peut être demain?,0,1
"À ce stade, il semble que je vais prendre quelques jours, supprimer tout, nettoyer l'ipod et monnayer.",0,1
J'ai gelé mon cul au déjeuner aujourd'hui,0,1
Ne veut pas faire des tests d'honneur demain,0,1
N'ont-ils pas écouté de la musique depuis des années? Je mourrais,0,1
Je me suis bien amusé ... mais je n'ai vu aucun phoque,0,1
Donc pas impatient de retourner à l'école demain,0,1
Je pense que je souffre de la grippe,0,1
"Omg je l'aime et lt; 3 mais maintenant il est parti et je suis tout seul, on sait une chanson triste? Je veux être emo pour une semaine s'il vous plaît?",0,1
Essayant de réparer la batterie de mes ordinateurs portables. Il ne se charge pas correctement.,0,1
pcs pcs pcs. kinakabanan AKO.null,0,1
Aww qui est la date? Et ça va bien! Je veux des biscuits au homard rouge de quelle couleur vis-tu?,0,1
"Ouais, je le pense le mercredi, pensez-vous à ce que vous vous sentez ... J'ai répondu à la révision ... je vais faire une dernière minute crammer demain",0,1
"Oh mon. Les snobs étaient épiques la nuit dernière, comme d'habitude! Emm, vous êtes génial! Je vais vous manquer des tas!",0,1
"Oh, merde, merde, c'est de retour à sch tmr. Bck à la réalité à la réalité! Oh putain! Je super haine lundi bleu zzzzzzzzzzzzz",0,1
"Je dois détourner mes vêtements de mon lit. sérieusement. Malheureusement, je ne serai pas en ville. Je pars le 5 juin pour 10 semaines",0,1
Alors Hatton a perdu le combat? Je n'ai pas pu le voir.,0,1
Je ne peux pas croire que vancouver a perdu ce soir!,0,1
La station de métro vient à Norvège le jour où je suis diplômé,0,1
"Idole américaine hier soir: pour moi, peut-être la plus grande déception que j'ai eu dans l'ensemble du spectacle (pas la saison) ... Danny était mon gagnant! ...",0,1
Je dois prendre le samedi aujourd'hui,0,1
Oh café! Whoops! J'ai manqué cette partie! Je suis désolé. Pensais que tu parlais de parfums! ma faute,0,1
Oh darn ... c'est mandy creed n'est-ce pas,0,1
Je ne peux pas faire face à la journée en effectuant la révision des mathématiques,0,1
"Le temps de dormir, mais mon esprit est actif. Je ne peux pas arrêter de penser à de mauvaises pensées. Il est 6 h 55, j'ai eu un autre rêve de merde hier soir fml",0,1
L'école fonctionne bien plutôt j'ai le travail scolaire pour faire lol,0,1
Alli est venu hier: a eu un temps freakin-mazing !!!!!! Elle manque mais la vie se déplace,0,1
je t'aime. Je souhaite que le week-end ne soit pas fini,0,1
"Ugh, vous m'avez tous hyped pour rien",0,1
vraiment? Est-ce celui qui est dans les magasins maintenant? J'ai été occupé à m'occuper de mon garçon. Il a eu une vie active,0,1
Et votre journée va très bien. Accrochez-vous là-bas.,0,1
"J'espère que vous pourrez bien dormir ce soir, sinon votre système immunitaire sera plus faible.",0,1
"Vous tue de quelle manière? Je ne peux pas boire du rouge, me donne de l'ardillon",0,1
Seul à nouveau ........ je ne sais toujours pas pourquoi il a fait wot il a fait .... il a fait mal ... il a été encore plus contrarié,0,1
Pourquoi n'avez-vous pas dit que vous étiez à la radio aujourd'hui? N'a pas pu vous écouter xxx,0,1
"Haha, s'il y avait un mugg à mon travail, je serais capable de changer pour toujours",0,1
Aaaahhhh je l'ai raté!,0,1
"La tondeuse s'arrête de travailler 2/3 du chemin en tondant la cour avant. Maintenant, la cour a l'air même plus craquelée qu'auparavant.",0,1
"Je sais ce que vous ressentez. Pensez-vous chanceux que vous ne faites pas rs le matin, assis dans le hall pendant 5 heures.",0,1
"Omg, vous devez vous moquer, wtf, comment peuvent-ils s'écouler de chapeaux et de robes, ughhhhhhhh",0,1
"A fait toute cette soupe de poulet et je ne veux aucune, je ne veux pas nuffin ... je ne veux pas de nourriture",0,1
"Merci, j'essaierai cela. Mais 6 minutes semble trop longue. Je ne suis pas heureuse",0,1
"Fait des twitters pour la nuit. Regarder le reste de Snl puis son temps de coucher. Brunch le matin ... ahh, je déteste la fête des mères.",0,1
Ne peut pas dormir sans seth,0,1
Mme. Kim * ne veut pas aller à la maison pour l'été ... ugh ...,0,1
Souhaite que l'iPod ait copié / collé,0,1
"Jusqu'à 3 heures du matin avec ce darn alpha, et aidez-moi dans mon fav. Kappa (pops) utilise son laptpop. Le temps de faire de l'exercice, le conditionnement physique aujourd'hui ...",0,1
J'ai des rats qui courent dans l'aide au plafond!,0,1
Ne veut pas aller au travail demain,0,1
Je suis vraiment envieux de la hauteur de tayane ...,0,1
Hey tellement steph m'a envoyé un message textuel ce matin et a dit qu'ils me préviendraient autour de 4,0,1
"Est à la maison, a fait une coupe de cheveux et un bain mais il est encore extrêmement chaud!",0,1
c'est dimanche. Le lundi demain. Cela signifie école. Le début d'un nouveau bloc. 4 semaines de folie.,0,1
Je viens d'aller sur le site de tesco. Le produit est interrompu,0,1
je suis en train de te perdre,0,1
Plus marvin. Se sentir très plein et amp; Iphone a besoin de charge,0,1
"Enfin à la maison après une longue journée. Va dormir maintenant, dieu! J'aurais aimé ne pas avoir à travailler demain",0,1
Ça me manque ...,0,1
"Il n'y avait pas un ""si vous lisez cela, envoyez-nous un courriel pour gagner un prix & quot; Clause ici",0,1
4 heures du temps pour le travail ... je veux dormir,0,1
Journée entière de devoirs avant le nom,0,1
Je suis sûr qu'un million de personnes vous ont déjà dit que c'est toche pas taachi ...,0,1
"Oh non, ne fonctionne plus",0,1
"temps libre. Mais en 1h, l'école est à nouveau",0,1
"Ils ont filtré pendant un temps longggggg il y a longtemps ... Désolé d'être le porteur de mauvaises nouvelles ... J'ai encore cliqué sur le ""sneak peak & quot; Tho.",0,1
"Je sais que c'est amusant, mais j'ai aimé papa markus plus de hahahaha ne me moquez-vous pas de moi! Mais oui, shim est génial. Il me rend fou.",0,1
Chaud aujourd'hui ... la misère commencera une fois que je devrai quitter la maison,0,1
"Apprécie, toast, café et amp; Les oeufs le matin, mais ne se sent pas bien",0,1
Bon lundi matin - pas vraiment. Mon téléphone vient de mourir. Pouah!!!!,0,1
J'ai juste bouleversé mon enfant en lui disant qu'il ne peut pas avoir le nouveau jeu d'origines x-men car il a une cote 18.,0,1
Douleur au pied gémissante !!!,0,1
Retour à Orlando,0,1
"A fait de la gymnase, s'est douée, et maintenant, assis pour poursuivre la révision. Je pense que ce pourrait être tardif aussi",0,1
Je ne suis pas en train de discuter. Je ne comprends pas ... Qu'en est-il des bons spectacles qui continuent à mourir tôt?,0,1
"Jusqu'à 5 heures de sommeil, je me suis préparé à rencontrer des amis maintenant ... le soleil vous lève!",0,1
"Je viens de me réveiller, je vais devoir aller bientôt, je ne veux pas aller à l'école",0,1
"Croyez-moi, ""vous appartenez à moi"" est aussi l'histoire de ma vie. Oh, et 'teadrops sur ma guitare' est comme si c'était écrit pour moi!",0,1
"Cela me semble amusant, mais je pense que je pourrais devoir passer cette fois. La nuit dernière hier soir et je suis fatigué",0,1
Je ne pars vraiment pas demain je suis?,0,1
Sur le point de retourner à l'école - pas bien. Déjà un demi-litre de café mais toujours pas d'énergie,0,1
Espérons que vous vous sentirez mieux bientôt! Il n'y a rien de pire qu'une tête vraiment mauvaise x,0,1
"Pluie pluie disparaît, s'il vous plaît!",0,1
"Je souhaiterais que mes 2,5 ans puissent comprendre le concept que papa ne peut pas jouer, mais mieux que cela, en souhaitant que je puisse",0,1
Mes cheveux manquent. 5 pouces de ça .... mais je vais à caz! Whoo!,0,1
Je me sens tellement exclu de la fête ...,0,1
Pas prêt à se réveiller,0,1
Je me couche un peu déprimé. Pas vraiment impatient de demain,0,1
Je ne veux pas aller à l'école aujourd'hui .....,0,1
"Désolé, j'ai eu mes tweets sur mon téléphone, où étiez-vous les gars?",0,1
"Putain, la baie ne peut jamais les avoir appuyés (le garçon soulja les dit live live & gt;)",0,1
"Ohmyyyy moi aussi, le petit déjeuner est le meilleur hahaha",0,1
Ps vient de briser mon putain de téléphone,0,1
Aww yay u! Le mien a sué. Je suis encore si malade,0,1
"Se sentent vomir. Je pense que je deviens malade et mes yeux sont tous délicats, et mon nez est tout songeux. Gah!",0,1
"Il est 2.27 et je ne sais pas pourquoi je suis encore réveillé. Bien, cela n'est pas strictement vrai",0,1
en aucune façon !! dommage,0,1
"Ce n'est pas non plus que les utilisateurs ne trouveront jamais de paramètres, c'est que les utilisateurs supposent que vous n'avez pas de paramètres, ce qui n'est pas cool.",0,1
Quel sombre rêve,0,1
Il y a eu des cas de grippe porcine chez Apache. Il va bientôt venir à Lawton,0,1
Je ne ressens jamais de tremblements de terre,0,1
"Aww, j'aimerais être là",0,1
Je ne peux pas la vie n'a pas de sens pour moi ... besoin de parler à quelqu'un et ne peut pas entrer dans msn ..,0,1
debout tôt! beaucoup à faire! Fortement brûlé par le soleil d'hier,0,1
"Il a toujours eu le coup de foudre malsain, ça fait mal. Eh bien, je retourne à l'école demain. Aujourd'hui était mon premier jour à l'école du dimanche, j'étais tellement confus.",0,1
Donc ne pas attendre avec impatience,0,1
Momma va de retour à co.,0,1
100% ne veut pas aller au travail,0,1
Eugh. école aujourd'hui. Je ne peux vraiment pas être dérangé.,0,1
À lgw ... vol retardé,0,1
"Dans les soins intensifs, ils fonctionnaient sur son bras et son visage. Je n'ai encore entendu parler d'autre aujourd'hui",0,1
Hors des toilettes - n'est pas sorti - et maintenant dans la salle d'examen. Quelqu'un sait-il quelque chose sur la courbe de lorenz ????,0,1
"Pas plus de ce papier impossible. Testant le bantdeck pour les régions! Hah, je suis un nerd",0,1
Pas de chance pour moi. Mais je suppose que marquer deux billets gratuits pour le jeu des petits ce soir était assez de chance pour aujourd'hui! Mais ma maman l'a gagnée!,0,1
très fatigué. D: blehh est brut à l'extérieur. Ça me rend triste,0,1
"Eh bien, je ne te reproche pas alors!",0,1
"Aussi, la grande évasion était ... um, génial, bien que j'ai manqué l'alexis petridis / colin greenwood / paul morley / simon armitage talk",0,1
"Couper le doigt tout en coupant les légumes trop peu. Bonne nuit passée avec bf & amp; Bb, regarde le film, mange beaucoup de tchat et lt; 3",0,1
"Dieu merci, c'est un jour de congé. Bien que je me lève à 8 ou 9 ans pour réviser",0,1
Les billets de stationnement sont mauvais et horribles. Prenez-vous quelque chose de chaud à boire et un oreiller pour punch / stomp / mordre / jeter / déchirer.,0,1
"Calme les deux d'entre vous, mes boîtes de cupcake ne vont même pas dans le four, le plateau endommagé est trop grand * les sanglots sont inconsolables *",0,1
Mes pieds tombent en morceaux.,0,1
Câlins de malchance.,0,1
Pourquoi est-il si froid?,0,1
"Si elle est si méchante, tu n'as rien fait de mauvais",0,1
Mon sac de glace s'est fondu sur moi hier soir ... Je suis encore misérable. Comment puis-je obtenir mes ongles lorsque je ne peux pas lever mon bras?,0,1
Est un pauvre garçon,0,1
La cendrillon est mon chat. L'a eu après que Kaiser soit mort. elle est cool. Obtenir son def a pris l'avantage de le perdre. pauvre garçon,0,1
Ce soir est moche !! Je vais juste revenir à la crèche ... seul mais détendu néanmoins.si écris des morceaux afin que je survivre à lol Wassup wit yall,0,1
"Ah bien, c'est la vie. Cette semaine est occupée par la procrastination car j'essaie très fort de ne pas embarquer - vendredi vendredi",0,1
"Est au travail et triste, elle a laissé son téléphone à la maison me parler ... ennuyé.",0,1
Personne ne veut de la musique?,0,1
Ressemble à du football au championnat de bonjour.,0,1
"Se réveillant, je n'ai pas bien dormi",0,1
Hey ... vous pensez que la scène entre b & amp; b sera réelle? Ou simplement une sorte de réalité parallèle?,0,1
Je pense que j'ai eu un rhume mais je vais bien! Merci & lt; 3,0,1
"Occupé à travailler, j'aimerais avoir eu le temps d'être ici",0,1
"Ce qui a manqué, c'est une parodie.",0,1
Attristé par ce qui est arrivé aa et jonas ...,0,1
Boire d'une coupe incandescente ... trop mauvaise journée,0,1
Bpt: perdu pour la tache de l'équipe,0,1
"Espère que la pluie s'efface au samedi matin, ou la promenade autisme va être très humide!",0,1
Laissant la bibliothèque après un test de désastre désastreux pour obtenir un pick me up & amp; Rentrez à la maison pour une nuit sans sommeil,0,1
N'aime pas être battu sur le jeu wii fit.,0,1
Je ne comprend pas pourquoi cela m'arrive toujours!,0,1
Soupir .. je ne sais vraiment pas. Pardon,0,1
"c'est une belle journée! Malheureusement, j'ai un chien malade. On dirait que ce sera juste moi et moi Sebastian marche aujourd'hui. Vélo, linge et amp; Temps de soleil",0,1
Dang! Température supérieure à 101 ... je me sens trop,0,1
Pourquoi pas?,0,1
"je connais. Le pire a payé à quelle vitesse je suis aux examens, je serai hors de là à 9:15 w / a a &; Je ne peux jamais m'endormir.",0,1
Merde. En commençant à penser que je n'ai enregistré que le pré-show.,0,1
En regardant le bureau. Est-ce moi ou n'est-il pas aussi drôle que ça l'habitude?,0,1
L'analyse préliminaire est effectuée - présentation terminée. Souhaite-moi de la chance dans ma présentation de 15 minutes demain.,0,1
"Trop à faire le dimanche! L'application de prêt étudiant de Brooke, tondre la pelouse, délivrer un résumé de l'écriture repoto, & amp; Visitez maman à l'hôpital.",0,1
Aider ma soeur à chercher des emplois en CD,0,1
"Je n'ai jamais vu les alpagas, mais je vais à une fête d'anniversaire quadruple!",0,1
Il y a quelque chose de grave dans mon téléphone.,0,1
"Pas de lait ... alors, qu'en est-il de l'eau + de la crème épaisse pour faire de la farine d'avoine? verdict? Aime manger du beurre",0,1
je connais!! si triste. Btw .... moo n'a pas bougé toute la journée. Hahahaha.,0,1
"Je ne veux vraiment pas être dans la maison, mais je n'ai personne pour le donner avec ... J'aurais voulu avoir mon boogie ici pour le faire passer avec moi",0,1
Mon frère a frappé le chat avec sa voiture et maintenant l'hamburger souffre d'une hanche fissurée.,0,1
"J'ai juste regardé l'épithète surnaturelle 19. si triste à droite, douches ensuite.",0,1
Elle est toujours perdue,0,1
N'a pas été twitteant comme si j'avais l'habitude de travailler uni commence à s'empiler,0,1
"Je suis un client de hbos été avec eux depuis des années, mais oui, je suis d'accord, en pensant à déménager.",0,1
J'aimerais avoir environ 3 ans d'âge,0,1
Sur mon vélo:? R = 2830822 mes genoux n'aimaient pas la colline entre les milles 3 et 4,0,1
"Regarder get sma :: Maintenant, je me suis trompé que j'étais au disney concehall il y a une semaine à partir d'aujourd'hui: j'ai hâte de Caliii!",0,1
Je dois dans le régime ... mais mon estomac me fait mal ...,0,1
"Merci maintenant, je suis vraiment jalouse !!! Lol",0,1
